NAME,B19013_001E,B01003_001E,B01002_001E,B19301_001E,B17001_002E,B23022_001E,B23001_088E,B23022_049E,B23022_002E,B23022_025E,B15003_023E,B25058_001E,state,congressional district,Year
"Congressional District 12 (116th Congress), Illinois",56256.0,679543.0,39.9,30663.0,101118.0,427569.0,276017.0,53586.0,216982.0,53060.0,35263.0,612.0,17,12,2021
"Congressional District 13 (116th Congress), Illinois",56974.0,697929.0,36.9,32113.0,112065.0,460206.0,292498.0,59441.0,232091.0,54426.0,41579.0,673.0,17,13,2021
"Congressional District 14 (116th Congress), Illinois",104214.0,750475.0,39.5,46534.0,38850.0,479445.0,293810.0,50706.0,242255.0,29826.0,61020.0,1144.0,17,14,2021
"Congressional District 15 (116th Congress), Illinois",59320.0,683592.0,41.2,31061.0,84445.0,418866.0,273760.0,53182.0,215454.0,49629.0,26555.0,521.0,17,15,2021
"Congressional District 16 (116th Congress), Illinois",66115.0,693820.0,40.6,33758.0,75758.0,434851.0,281561.0,50561.0,221601.0,39425.0,30577.0,713.0,17,16,2021
"Congressional District 17 (116th Congress), Illinois",52874.0,677247.0,40.8,29000.0,107801.0,415324.0,275796.0,51989.0,209894.0,47105.0,25425.0,585.0,17,17,2021
"Congressional District 18 (116th Congress), Illinois",71011.0,702540.0,40.5,38045.0,65429.0,429242.0,286743.0,49532.0,215095.0,38450.0,44950.0,650.0,17,18,2021
"Congressional Districts not defined (116th Congress), Illinois",-666666666.0,0.0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,17,ZZ,2021
"Congressional District 1 (116th Congress), Indiana",64466.0,729457.0,39.4,32777.0,97805.0,461391.0,297795.0,65406.0,230994.0,52227.0,32662.0,779.0,18,01,2021
"Congressional District 2 (116th Congress), Indiana",59343.0,729091.0,37.9,29846.0,91031.0,451503.0,289898.0,55900.0,226658.0,38336.0,30157.0,681.0,18,02,2021
"Congressional District 3 (116th Congress), Indiana",61830.0,754959.0,37.1,30937.0,81874.0,466868.0,296714.0,56445.0,234657.0,33119.0,30457.0,639.0,18,03,2021
"Congressional District 4 (116th Congress), Indiana",64442.0,761534.0,36.9,32067.0,81438.0,491088.0,303167.0,55337.0,252103.0,43107.0,37152.0,707.0,18,04,2021
"Congressional District 5 (116th Congress), Indiana",78391.0,794485.0,38.4,44759.0,64021.0,505203.0,322999.0,55748.0,249048.0,35997.0,68866.0,888.0,18,05,2021
"Congressional District 6 (116th Congress), Indiana",60389.0,721972.0,40.0,30754.0,88466.0,455637.0,295010.0,57293.0,229587.0,40853.0,33273.0,610.0,18,06,2021
"Congressional District 7 (116th Congress), Indiana",50976.0,782178.0,33.7,27671.0,136271.0,510749.0,314851.0,68060.0,248675.0,50380.0,32996.0,747.0,18,07,2021
"Congressional District 8 (116th Congress), Indiana",56889.0,715129.0,39.8,30815.0,90904.0,447862.0,287660.0,55975.0,229044.0,44065.0,28560.0,586.0,18,08,2021
"Congressional District 9 (116th Congress), Indiana",64034.0,762535.0,38.3,32492.0,87195.0,495381.0,313271.0,60736.0,248605.0,43626.0,40762.0,754.0,18,09,2021
"Congressional District 1 (116th Congress), Iowa",65103.0,778247.0,39.0,34567.0,79672.0,481910.0,313254.0,42655.0,244201.0,32448.0,34375.0,632.0,19,01,2021
"Congressional District 2 (116th Congress), Iowa",62134.0,784135.0,38.2,34106.0,96625.0,492995.0,315092.0,50605.0,250713.0,41617.0,38890.0,679.0,19,02,2021
"Congressional District 3 (116th Congress), Iowa",72492.0,852016.0,37.2,37992.0,79281.0,539818.0,337113.0,50155.0,271715.0,33435.0,44463.0,820.0,19,03,2021
"Congressional District 4 (116th Congress), Iowa",61829.0,764692.0,38.9,32264.0,84117.0,468384.0,303514.0,40933.0,242589.0,30978.0,26328.0,601.0,19,04,2021
"Congressional District 1 (116th Congress), Kansas",55984.0,702619.0,35.8,29623.0,86766.0,435284.0,271097.0,44225.0,227246.0,28984.0,28520.0,617.0,20,01,2021
"Congressional District 2 (116th Congress), Kansas",59626.0,714255.0,38.0,31576.0,89532.0,449177.0,286715.0,48557.0,228911.0,39899.0,42111.0,646.0,20,02,2021
"Congressional District 3 (116th Congress), Kansas",85580.0,785916.0,37.1,45812.0,60834.0,500328.0,312187.0,49846.0,249833.0,28605.0,72067.0,943.0,20,03,2021
"Congressional District 4 (116th Congress), Kansas",60304.0,729309.0,36.8,31751.0,90077.0,450660.0,285965.0,54482.0,227011.0,38422.0,39260.0,641.0,20,04,2021
"Congressional District 1 (116th Congress), Kentucky",49006.0,719030.0,39.9,26502.0,120079.0,442583.0,290487.0,71563.0,224602.0,58009.0,27155.0,517.0,21,01,2021
"Congressional District 2 (116th Congress), Kentucky",56942.0,773346.0,38.6,29848.0,110618.0,491521.0,311225.0,68597.0,247662.0,52394.0,35496.0,607.0,21,02,2021
"Congressional District 3 (116th Congress), Kentucky",60397.0,754909.0,38.2,35681.0,104309.0,484224.0,315308.0,55185.0,238276.0,40815.0,50804.0,780.0,21,03,2021
"Congressional District 4 (116th Congress), Kentucky",70298.0,771347.0,39.3,36148.0,85270.0,489464.0,307453.0,61348.0,246972.0,45620.0,46189.0,689.0,21,04,2021
"Congressional District 5 (116th Congress), Kentucky",38551.0,694860.0,41.0,21709.0,173595.0,434872.0,281669.0,93801.0,220184.0,89081.0,24353.0,445.0,21,05,2021
"Congressional District 6 (116th Congress), Kentucky",58606.0,780649.0,37.1,32833.0,115269.0,510694.0,323056.0,65619.0,252584.0,48307.0,48973.0,708.0,21,06,2021
"Congressional District 1 (116th Congress), Louisiana",64843.0,805369.0,39.1,36084.0,112114.0,504190.0,331739.0,74017.0,247345.0,48871.0,42674.0,898.0,22,01,2021
"Congressional District 2 (116th Congress), Louisiana",44412.0,782637.0,37.4,27302.0,181725.0,509139.0,327706.0,78114.0,246790.0,70699.0,35724.0,816.0,22,02,2021
"Congressional District 3 (116th Congress), Louisiana",55035.0,784283.0,36.8,30222.0,138741.0,493946.0,312904.0,81399.0,244679.0,58647.0,27216.0,676.0,22,03,2021
"Congressional District 4 (116th Congress), Louisiana",44353.0,732845.0,37.4,26743.0,154677.0,456019.0,292974.0,83991.0,230022.0,69221.0,27281.0,629.0,22,04,2021
"Congressional District 5 (116th Congress), Louisiana",43779.0,741889.0,37.7,24660.0,164190.0,468119.0,296723.0,82751.0,238787.0,88234.0,23896.0,546.0,22,05,2021
"Congressional District 6 (116th Congress), Louisiana",69156.0,810282.0,36.2,36135.0,99039.0,525662.0,332342.0,75697.0,257051.0,49116.0,43644.0,870.0,22,06,2021
"Congressional District 1 (116th Congress), Maine",73004.0,699795.0,44.1,40963.0,60934.0,443073.0,301751.0,39780.0,219616.0,30134.0,57387.0,957.0,23,01,2021
"Congressional District 2 (116th Congress), Maine",54363.0,657251.0,45.3,31069.0,85058.0,410899.0,279085.0,50149.0,205150.0,42000.0,31652.0,682.0,23,02,2021
"Congressional District 1 (116th Congress), Maryland",83880.0,741327.0,42.5,41830.0,63935.0,462971.0,307513.0,52814.0,231534.0,40741.0,53058.0,918.0,24,01,2021
"Congressional District 2 (116th Congress), Maryland",77448.0,782892.0,36.9,38172.0,84591.0,517240.0,327677.0,60876.0,251080.0,47740.0,58994.0,1200.0,24,02,2021
"Congressional District 3 (116th Congress), Maryland",97847.0,762898.0,37.7,50894.0,57290.0,496687.0,322272.0,53964.0,241139.0,34020.0,87382.0,1447.0,24,03,2021
"Congressional District 4 (116th Congress), Maryland",91696.0,790373.0,38.3,43489.0,66938.0,511977.0,325164.0,53841.0,250979.0,35812.0,63020.0,1445.0,24,04,2021
"Congressional District 5 (116th Congress), Maryland",109642.0,786660.0,38.7,45830.0,52828.0,523038.0,325158.0,59024.0,258382.0,42072.0,68636.0,1533.0,24,05,2021
"Congressional District 6 (116th Congress), Maryland",90692.0,784464.0,39.4,45129.0,71074.0,508322.0,317676.0,58000.0,256583.0,48175.0,76989.0,1329.0,24,06,2021
"Congressional District 7 (116th Congress), Maryland",68441.0,718069.0,38.7,41000.0,104818.0,466487.0,308027.0,64083.0,224936.0,54220.0,68498.0,1041.0,24,07,2021
"Congressional District 8 (116th Congress), Maryland",116245.0,781862.0,40.2,60527.0,48600.0,494953.0,323923.0,50432.0,244478.0,31484.0,102014.0,1704.0,24,08,2021
"Congressional District 1 (116th Congress), Massachusetts",64133.0,730273.0,41.5,35772.0,94927.0,465749.0,313978.0,60473.0,227133.0,51095.0,49921.0,833.0,25,01,2021
"Congressional District 2 (116th Congress), Massachusetts",79154.0,775094.0,39.3,40704.0,76515.0,518760.0,331267.0,58358.0,255681.0,44183.0,68505.0,995.0,25,02,2021
"Congressional District 3 (116th Congress), Massachusetts",86547.0,791898.0,39.1,43322.0,76525.0,521265.0,321166.0,57606.0,261847.0,46784.0,69587.0,1132.0,25,03,2021
"Congressional District 4 (116th Congress), Massachusetts",110624.0,771803.0,41.0,59554.0,48670.0,498986.0,326397.0,52934.0,243065.0,34850.0,89790.0,1301.0,25,04,2021
"Congressional District 5 (116th Congress), Massachusetts",110721.0,791364.0,38.8,60375.0,58347.0,527472.0,337407.0,49892.0,262437.0,36123.0,115487.0,1737.0,25,05,2021
"Congressional District 6 (116th Congress), Massachusetts",101111.0,774573.0,42.8,52096.0,55700.0,496229.0,331480.0,48350.0,244944.0,32958.0,81102.0,1367.0,25,06,2021
"Congressional District 7 (116th Congress), Massachusetts",77961.0,799546.0,32.2,44436.0,132828.0,592006.0,351668.0,59778.0,292555.0,50127.0,78927.0,1637.0,25,07,2021
"Congressional District 8 (116th Congress), Massachusetts",103338.0,786564.0,39.4,55206.0,57114.0,525283.0,338844.0,47994.0,258503.0,35571.0,85418.0,1599.0,25,08,2021
"Congressional District 9 (116th Congress), Massachusetts",80080.0,770737.0,46.1,45273.0,68154.0,472125.0,332579.0,50550.0,235136.0,37841.0,62266.0,890.0,25,09,2021
"Congressional District 1 (116th Congress), Michigan",55820.0,704864.0,46.7,31550.0,85101.0,425284.0,290385.0,51605.0,220478.0,49349.0,38086.0,612.0,26,01,2021
"Congressional District 2 (116th Congress), Michigan",65057.0,753783.0,37.4,31485.0,77692.0,475795.0,302869.0,52948.0,238765.0,38941.0,35932.0,807.0,26,02,2021
"Congressional District 3 (116th Congress), Michigan",67902.0,750350.0,37.2,35077.0,82836.0,481161.0,298274.0,54374.0,244418.0,39607.0,44876.0,799.0,26,03,2021
"Congressional District 4 (116th Congress), Michigan",56729.0,697813.0,41.8,30588.0,92676.0,438580.0,285794.0,59483.0,224035.0,54609.0,29937.0,626.0,26,04,2021
"Congressional District 5 (116th Congress), Michigan",51356.0,672455.0,41.4,29480.0,116597.0,417203.0,281590.0,63200.0,205127.0,52999.0,26137.0,617.0,26,05,2021
"Congressional District 6 (116th Congress), Michigan",61287.0,720211.0,38.9,32986.0,94563.0,452183.0,292852.0,53395.0,226604.0,39587.0,40460.0,700.0,26,06,2021
"Congressional District 7 (116th Congress), Michigan",66229.0,714616.0,42.1,34214.0,70684.0,448518.0,288268.0,55501.0,230924.0,47154.0,37860.0,725.0,26,07,2021
"Congressional District 8 (116th Congress), Michigan",79136.0,739057.0,38.5,41452.0,69558.0,486986.0,305035.0,55470.0,243817.0,36980.0,63724.0,864.0,26,08,2021
"Congressional District 9 (116th Congress), Michigan",66720.0,721023.0,40.2,38851.0,78897.0,472321.0,306605.0,57432.0,235921.0,39158.0,45591.0,886.0,26,09,2021
"Congressional District 10 (116th Congress), Michigan",71124.0,723323.0,43.4,36109.0,68212.0,456768.0,296795.0,59282.0,230901.0,39170.0,36913.0,771.0,26,10,2021
"Congressional District 11 (116th Congress), Michigan",93529.0,754129.0,42.2,49784.0,43349.0,485619.0,312757.0,58043.0,243846.0,30319.0,85948.0,1046.0,26,11,2021
"Congressional District 12 (116th Congress), Michigan",65329.0,742875.0,35.7,36704.0,113920.0,494429.0,309745.0,67044.0,246407.0,46090.0,56482.0,929.0,26,12,2021
"Congressional District 13 (116th Congress), Michigan",40378.0,674752.0,35.9,22943.0,178455.0,429381.0,276754.0,74667.0,208111.0,65722.0,21945.0,717.0,26,13,2021
"Congressional District 14 (116th Congress), Michigan",53033.0,693261.0,38.0,33364.0,137518.0,439209.0,293754.0,70999.0,210911.0,58478.0,51581.0,797.0,26,14,2021
"Congressional Districts not defined (116th Congress), Michigan",-666666666.0,0.0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,26,ZZ,2021
"Congressional District 1 (116th Congress), Minnesota",69752.0,687886.0,38.4,36353.0,67829.0,426226.0,273246.0,31762.0,217246.0,26271.0,33356.0,745.0,27,01,2021
"Congressional District 2 (116th Congress), Minnesota",94315.0,725672.0,37.9,44286.0,38847.0,464391.0,286783.0,36086.0,233134.0,23384.0,46436.0,1139.0,27,02,2021
"Congressional District 3 (116th Congress), Minnesota",101064.0,732483.0,40.4,54914.0,40716.0,462826.0,297714.0,39740.0,229643.0,24183.0,68967.0,1283.0,27,03,2021
"Congressional District 4 (116th Congress), Minnesota",78396.0,721898.0,36.4,42600.0,79101.0,463519.0,292232.0,41576.0,230494.0,32108.0,58095.0,1055.0,27,04,2021
"Congressional District 5 (116th Congress), Minnesota",72686.0,728368.0,34.3,43816.0,95500.0,500131.0,294707.0,37459.0,256539.0,32392.0,63316.0,1093.0,27,05,2021
"Congressional District 6 (116th Congress), Minnesota",88506.0,727471.0,37.3,39595.0,46280.0,468036.0,279619.0,35639.0,239370.0,27687.0,34695.0,943.0,27,06,2021
"Congressional District 7 (116th Congress), Minnesota",63314.0,672622.0,40.2,32949.0,70981.0,398031.0,262853.0,35244.0,204807.0,26008.0,21695.0,630.0,27,07,2021
"Congressional District 8 (116th Congress), Minnesota",63595.0,674072.0,43.1,33598.0,73058.0,411275.0,270454.0,40269.0,212604.0,37549.0,27944.0,716.0,27,08,2021
"Congressional District 1 (116th Congress), Mississippi",53985.0,757560.0,38.2,28060.0,114174.0,478470.0,311705.0,75499.0,234034.0,56121.0,30514.0,598.0,28,01,2021
"Congressional District 2 (116th Congress), Mississippi",39575.0,685584.0,37.2,22355.0,170184.0,429404.0,280944.0,78574.0,209999.0,76810.0,26459.0,533.0,28,02,2021
"Congressional District 3 (116th Congress), Mississippi",51441.0,748808.0,37.7,28914.0,135743.0,473509.0,309959.0,75924.0,231820.0,64088.0,38025.0,663.0,28,03,2021
"Congressional District 4 (116th Congress), Mississippi",51235.0,775071.0,38.0,27486.0,137010.0,490103.0,315463.0,81054.0,242131.0,61493.0,32530.0,703.0,28,04,2021
"Congressional District 1 (116th Congress), Missouri",51529.0,720952.0,36.3,32428.0,122007.0,478397.0,310507.0,54627.0,227459.0,47925.0,51632.0,734.0,29,01,2021
"Congressional District 2 (116th Congress), Missouri",92112.0,770323.0,42.4,52209.0,39673.0,475214.0,322932.0,48779.0,236731.0,29289.0,85937.0,950.0,29,02,2021
"Congressional District 3 (116th Congress), Missouri",73398.0,800026.0,39.7,35101.0,66319.0,507156.0,320435.0,55111.0,256819.0,40483.0,42718.0,670.0,29,03,2021
"Congressional District 4 (116th Congress), Missouri",56694.0,775737.0,37.0,29520.0,108897.0,491800.0,311563.0,61508.0,250030.0,47635.0,38091.0,628.0,29,04,2021
"Congressional District 5 (116th Congress), Missouri",57637.0,784962.0,37.1,32695.0,109595.0,501936.0,323683.0,57278.0,247781.0,42203.0,43537.0,764.0,29,05,2021
"Congressional District 6 (116th Congress), Missouri",67221.0,778899.0,38.7,33553.0,78442.0,487684.0,311635.0,56930.0,245479.0,44520.0,41698.0,678.0,29,06,2021
"Congressional District 7 (116th Congress), Missouri",52910.0,788437.0,38.5,28787.0,115132.0,491527.0,323126.0,66330.0,244565.0,48777.0,34147.0,622.0,29,07,2021
"Congressional District 8 (116th Congress), Missouri",48309.0,722198.0,40.7,25380.0,121958.0,443227.0,290013.0,68077.0,226461.0,62596.0,25332.0,488.0,29,08,2021
"Congressional District (at Large) (116th Congress), Montana",60560.0,1077978.0,40.0,34423.0,131512.0,670145.0,432970.0,71423.0,341728.0,52360.0,57507.0,772.0,30,00,2021
"Congressional District 1 (116th Congress), Nebraska",66868.0,657029.0,35.9,34201.0,66009.0,414597.0,255945.0,35384.0,213450.0,24518.0,35101.0,750.0,31,01,2021
"Congressional District 2 (116th Congress), Nebraska",74752.0,693079.0,35.3,39748.0,65157.0,443262.0,270773.0,41932.0,221783.0,27175.0,47517.0,860.0,31,02,2021
"Congressional District 3 (116th Congress), Nebraska",58743.0,601372.0,39.6,31015.0,64289.0,355785.0,236049.0,31576.0,182356.0,22534.0,20767.0,564.0,31,03,2021
"Congressional District 1 (116th Congress), Nevada",45483.0,688773.0,36.8,25074.0,138669.0,456794.0,271325.0,73282.0,234839.0,52762.0,16137.0,924.0,32,01,2021
"Congressional District 2 (116th Congress), Nevada",72977.0,748896.0,39.7,38773.0,77157.0,473890.0,295493.0,57917.0,245822.0,39399.0,38234.0,1058.0,32,02,2021
"Congressional District 3 (116th Congress), Nevada",79844.0,840860.0,39.6,42476.0,74273.0,540596.0,344102.0,67799.0,270296.0,45431.0,50722.0,1323.0,32,03,2021
"Congressional District 4 (116th Congress), Nevada",65742.0,780709.0,37.0,30603.0,98715.0,489421.0,304598.0,73764.0,247694.0,56068.0,29386.0,1098.0,32,04,2021
"Congressional District 1 (116th Congress), New Hampshire",84502.0,694723.0,42.3,44705.0,50350.0,456125.0,293831.0,42844.0,228221.0,26657.0,55884.0,1110.0,33,01,2021
"Congressional District 2 (116th Congress), New Hampshire",82270.0,677452.0,43.7,43027.0,48079.0,438507.0,283451.0,43527.0,223488.0,34418.0,55102.0,1029.0,33,02,2021
"Congressional District 1 (116th Congress), New Jersey",77735.0,748305.0,39.1,39534.0,81150.0,482679.0,311763.0,57384.0,238201.0,44205.0,45289.0,1040.0,34,01,2021
"Congressional District 2 (116th Congress), New Jersey",71713.0,732891.0,42.4,38021.0,85529.0,456845.0,304031.0,58881.0,229115.0,45135.0,38056.0,971.0,34,02,2021
"Congressional District 3 (116th Congress), New Jersey",90408.0,753485.0,43.9,45963.0,46191.0,471771.0,319877.0,51452.0,236939.0,41576.0,51110.0,1348.0,34,03,2021
"Congressional District 4 (116th Congress), New Jersey",95243.0,790796.0,40.3,48247.0,70946.0,466411.0,317153.0,54907.0,232897.0,41123.0,65407.0,1365.0,34,04,2021
"Congressional District 5 (116th Congress), New Jersey",115768.0,747027.0,43.3,56869.0,37851.0,471995.0,311225.0,55552.0,234518.0,36820.0,73939.0,1432.0,34,05,2021
"Congressional District 6 (116th Congress), New Jersey",94689.0,762161.0,38.4,43128.0,70533.0,511097.0,313751.0,70923.0,257136.0,47331.0,66009.0,1437.0,34,06,2021
"Congressional District 7 (116th Congress), New Jersey",125465.0,757080.0,43.2,64020.0,35734.0,486788.0,313497.0,55759.0,242692.0,34971.0,91117.0,1468.0,34,07,2021
"Congressional District 8 (116th Congress), New Jersey",69812.0,806843.0,35.6,41208.0,119260.0,561884.0,326429.0,74191.0,286975.0,45657.0,62407.0,1332.0,34,08,2021
"Congressional District 9 (116th Congress), New Jersey",79452.0,785894.0,38.3,39633.0,102699.0,511711.0,323181.0,70503.0,254704.0,45195.0,49439.0,1320.0,34,09,2021
"Congressional District 10 (116th Congress), New Jersey",63053.0,811105.0,36.2,34172.0,132161.0,537490.0,335891.0,76637.0,263019.0,63717.0,46129.0,1147.0,34,10,2021
"Congressional District 11 (116th Congress), New Jersey",126661.0,757864.0,43.2,62558.0,32177.0,482360.0,318585.0,51861.0,240082.0,33321.0,93092.0,1617.0,34,11,2021
"Congressional District 12 (116th Congress), New Jersey",95129.0,780573.0,39.9,48123.0,69665.0,500746.0,320776.0,64732.0,250755.0,42611.0,81890.0,1348.0,34,12,2021
"Congressional District 1 (116th Congress), New Mexico",56174.0,693653.0,38.9,33399.0,113783.0,446087.0,288245.0,62892.0,223502.0,49270.0,53367.0,818.0,35,01,2021
"Congressional District 2 (116th Congress), New Mexico",49266.0,711510.0,36.6,25475.0,141066.0,434670.0,276949.0,75332.0,221785.0,61118.0,31084.0,647.0,35,02,2021
"Congressional District 3 (116th Congress), New Mexico",56086.0,704203.0,39.6,30097.0,124047.0,432270.0,286438.0,71307.0,215451.0,59119.0,43020.0,814.0,35,03,2021
"Congressional District 1 (116th Congress), New York",106887.0,738752.0,42.5,50292.0,49710.0,472446.0,306830.0,59915.0,238910.0,45465.0,66348.0,1776.0,36,01,2021
"Congressional District 2 (116th Congress), New York",114856.0,730154.0,40.5,45019.0,43908.0,481981.0,303124.0,55072.0,242372.0,41006.0,58976.0,1716.0,36,02,2021
"Congressional District 3 (116th Congress), New York",129774.0,742196.0,45.2,64624.0,42239.0,451021.0,313211.0,61349.0,222845.0,36978.0,92084.0,1863.0,36,03,2021
"Congressional District 4 (116th Congress), New York",121558.0,747392.0,40.6,50452.0,42383.0,477095.0,309471.0,57349.0,237802.0,40464.0,72762.0,1745.0,36,04,2021
"Congressional District 5 (116th Congress), New York",80351.0,813708.0,39.1,32069.0,87360.0,534276.0,348334.0,80405.0,258141.0,61585.0,43720.0,1426.0,36,05,2021
"Congressional District 6 (116th Congress), New York",74575.0,760652.0,41.9,37222.0,85344.0,490192.0,327336.0,73632.0,240394.0,43643.0,63387.0,1627.0,36,06,2021
"Congressional District 7 (116th Congress), New York",68032.0,752935.0,34.3,40351.0,161580.0,507269.0,302847.0,73212.0,254368.0,57500.0,54114.0,1482.0,36,07,2021
"Congressional District 8 (116th Congress), New York",62483.0,818072.0,36.7,36383.0,160143.0,536461.0,366716.0,84529.0,245793.0,66685.0,63612.0,1357.0,36,08,2021
"Congressional District 9 (116th Congress), New York",68747.0,757933.0,37.6,40438.0,113096.0,494481.0,332830.0,67123.0,230121.0,56562.0,68601.0,1404.0,36,09,2021
"Congressional District 10 (116th Congress), New York",103575.0,763710.0,36.8,79783.0,110281.0,502641.0,323367.0,61618.0,247302.0,45204.0,107525.0,1901.0,36,10,2021
"Congressional District 11 (116th Congress), New York",81867.0,761248.0,40.3,38913.0,91045.0,486105.0,319326.0,80039.0,239669.0,53991.0,60153.0,1406.0,36,11,2021
"Congressional District 12 (116th Congress), New York",120915.0,741461.0,36.5,100851.0,72574.0,538675.0,343726.0,52498.0,263356.0,36859.0,128994.0,2264.0,36,12,2021
"Congressional District 13 (116th Congress), New York",48638.0,780893.0,36.2,31751.0,188064.0,536323.0,340042.0,80836.0,260468.0,65987.0,56707.0,1233.0,36,13,2021
"Congressional District 14 (116th Congress), New York",66714.0,717057.0,37.9,31257.0,96224.0,481250.0,290802.0,69308.0,248901.0,49796.0,41323.0,1531.0,36,14,2021
"Congressional District 15 (116th Congress), New York",34252.0,755887.0,32.5,18827.0,249335.0,493705.0,309249.0,99030.0,233742.0,75641.0,16123.0,1068.0,36,15,2021
"Congressional District 16 (116th Congress), New York",79013.0,774781.0,40.4,50302.0,88067.0,489478.0,336397.0,68159.0,233320.0,49343.0,75353.0,1401.0,36,16,2021
"Congressional District 17 (116th Congress), New York",109618.0,761994.0,38.9,52466.0,76642.0,473033.0,303940.0,56733.0,239080.0,44497.0,83008.0,1608.0,36,17,2021
"Congressional District 18 (116th Congress), New York",94053.0,743362.0,39.7,45080.0,68629.0,477038.0,298935.0,59151.0,242197.0,48688.0,65295.0,1223.0,36,18,2021
"Congressional District 19 (116th Congress), New York",70565.0,701650.0,45.0,38163.0,77120.0,444127.0,292481.0,53239.0,228132.0,54647.0,54084.0,878.0,36,19,2021
"Congressional District 20 (116th Congress), New York",75361.0,743851.0,39.3,40854.0,80746.0,488374.0,318771.0,54394.0,241212.0,42973.0,70983.0,938.0,36,20,2021
"Congressional District 21 (116th Congress), New York",62887.0,708621.0,41.2,32652.0,83015.0,454348.0,282364.0,56443.0,240106.0,58550.0,44248.0,752.0,36,21,2021
"Congressional District 22 (116th Congress), New York",59751.0,697709.0,41.0,31929.0,96905.0,441771.0,288772.0,60049.0,224147.0,51183.0,41514.0,667.0,36,22,2021
"Congressional District 23 (116th Congress), New York",57407.0,694520.0,40.8,31164.0,97785.0,441058.0,287549.0,58485.0,223853.0,54337.0,45504.0,693.0,36,23,2021
"Congressional District 24 (116th Congress), New York",64433.0,716288.0,40.2,34970.0,95203.0,457000.0,299135.0,57320.0,226938.0,46780.0,52127.0,778.0,36,24,2021
"Congressional District 25 (116th Congress), New York",65722.0,730626.0,39.1,37437.0,97761.0,470218.0,312049.0,53292.0,229602.0,44571.0,67113.0,874.0,36,25,2021
"Congressional District 26 (116th Congress), New York",55738.0,738583.0,38.4,33248.0,123894.0,480111.0,316996.0,60893.0,234979.0,47691.0,54693.0,739.0,36,26,2021
"Congressional District 27 (116th Congress), New York",71541.0,720710.0,44.4,38582.0,57770.0,452791.0,297975.0,49321.0,231315.0,43805.0,58421.0,732.0,36,27,2021
"Congressional District 1 (116th Congress), North Carolina",50212.0,741907.0,38.1,29847.0,136670.0,480030.0,319655.0,71294.0,230988.0,63170.0,42861.0,685.0,37,01,2021
"Congressional District 2 (116th Congress), North Carolina",78555.0,892874.0,39.0,38595.0,84173.0,566956.0,354578.0,77591.0,281000.0,46751.0,60524.0,805.0,37,02,2021
"Congressional District 3 (116th Congress), North Carolina",56212.0,752206.0,37.5,30205.0,100596.0,475962.0,296029.0,67227.0,251377.0,47102.0,34351.0,711.0,37,03,2021
"Congressional District 4 (116th Congress), North Carolina",80354.0,867309.0,35.2,44621.0,86665.0,603717.0,366033.0,70210.0,295152.0,46268.0,98427.0,1123.0,37,04,2021
