NAME,B19013_001E,B01003_001E,B01002_001E,B19301_001E,B17001_002E,B23022_001E,B23001_088E,B23022_049E,B23022_002E,B23022_025E,B15003_023E,B25058_001E,state,congressional district,Year
"Congressional District 5 (116th Congress), North Carolina",52773.0,756848.0,41.0,30608.0,117263.0,480579.0,320539.0,70439.0,236678.0,53265.0,37211.0,653.0,37,05,2021
"Congressional District 6 (116th Congress), North Carolina",57137.0,789755.0,41.1,31862.0,113181.0,494506.0,330528.0,71324.0,241483.0,51601.0,36268.0,645.0,37,06,2021
"Congressional District 7 (116th Congress), North Carolina",56624.0,772968.0,42.1,32559.0,116454.0,478356.0,328062.0,70080.0,235257.0,50988.0,37063.0,748.0,37,07,2021
"Congressional District 8 (116th Congress), North Carolina",59198.0,805788.0,36.1,30823.0,107071.0,512533.0,321568.0,72165.0,257333.0,48478.0,40061.0,761.0,37,08,2021
"Congressional District 9 (116th Congress), North Carolina",69676.0,764664.0,39.5,40207.0,100046.0,481491.0,309953.0,73020.0,237245.0,51469.0,48602.0,729.0,37,09,2021
"Congressional District 10 (116th Congress), North Carolina",55461.0,769560.0,42.1,31013.0,101561.0,483881.0,326739.0,70895.0,237307.0,49227.0,37055.0,659.0,37,10,2021
"Congressional District 11 (116th Congress), North Carolina",52667.0,766426.0,45.3,30559.0,102299.0,465963.0,328690.0,65580.0,231986.0,52143.0,41121.0,642.0,37,11,2021
"Congressional District 12 (116th Congress), North Carolina",66749.0,895417.0,34.2,38546.0,105527.0,618389.0,370679.0,69649.0,299379.0,42514.0,67426.0,1101.0,37,12,2021
"Congressional District 13 (116th Congress), North Carolina",57508.0,791300.0,39.6,32527.0,108166.0,507933.0,334747.0,70188.0,247378.0,46059.0,40219.0,738.0,37,13,2021
"Congressional District (at Large) (116th Congress), North Dakota",68131.0,773344.0,35.2,37343.0,80390.0,489773.0,295845.0,39871.0,257247.0,28239.0,32085.0,764.0,38,00,2021
"Congressional District 1 (116th Congress), Ohio",67294.0,763591.0,37.0,37809.0,101619.0,487696.0,307856.0,55031.0,242669.0,43271.0,53470.0,728.0,39,01,2021
"Congressional District 2 (116th Congress), Ohio",65340.0,732156.0,39.8,38045.0,91470.0,462255.0,302070.0,59350.0,229324.0,43111.0,49080.0,708.0,39,02,2021
"Congressional District 3 (116th Congress), Ohio",53818.0,804631.0,32.7,29069.0,152296.0,542853.0,325427.0,62875.0,267217.0,45188.0,39781.0,812.0,39,03,2021
"Congressional District 4 (116th Congress), Ohio",60187.0,715108.0,40.8,31125.0,80190.0,447896.0,288320.0,53123.0,229091.0,45466.0,27600.0,589.0,39,04,2021
"Congressional District 5 (116th Congress), Ohio",65721.0,728981.0,39.7,35214.0,70758.0,454400.0,298280.0,48448.0,227228.0,34149.0,39424.0,627.0,39,05,2021
"Congressional District 6 (116th Congress), Ohio",53167.0,689093.0,43.6,28785.0,98574.0,423053.0,281579.0,64192.0,216315.0,51424.0,25759.0,529.0,39,06,2021
"Congressional District 7 (116th Congress), Ohio",62453.0,737294.0,40.8,31205.0,84377.0,448135.0,298394.0,55521.0,224689.0,34292.0,30114.0,597.0,39,07,2021
"Congressional District 8 (116th Congress), Ohio",65725.0,742413.0,39.0,32889.0,80787.0,464613.0,301087.0,56021.0,231868.0,40689.0,35953.0,658.0,39,08,2021
"Congressional District 9 (116th Congress), Ohio",49073.0,707993.0,38.6,29392.0,133264.0,456512.0,294404.0,56367.0,226244.0,47728.0,30494.0,650.0,39,09,2021
"Congressional District 10 (116th Congress), Ohio",60211.0,727632.0,38.9,33910.0,100608.0,457714.0,304121.0,56377.0,225837.0,40946.0,50028.0,692.0,39,10,2021
"Congressional District 11 (116th Congress), Ohio",43082.0,690420.0,38.6,31853.0,159217.0,440881.0,301126.0,61998.0,209143.0,55755.0,40486.0,699.0,39,11,2021
"Congressional District 12 (116th Congress), Ohio",82486.0,801233.0,39.1,43347.0,68993.0,511230.0,320988.0,55142.0,259045.0,40493.0,67015.0,854.0,39,12,2021
"Congressional District 13 (116th Congress), Ohio",50500.0,703031.0,40.8,28939.0,117613.0,448613.0,300139.0,59179.0,222703.0,44522.0,30916.0,638.0,39,13,2021
"Congressional District 14 (116th Congress), Ohio",75337.0,726849.0,43.9,42235.0,57540.0,445856.0,302422.0,48921.0,224228.0,32684.0,51920.0,817.0,39,14,2021
"Congressional District 15 (116th Congress), Ohio",72124.0,764503.0,38.3,37097.0,81086.0,502229.0,305188.0,55250.0,259925.0,53910.0,50251.0,853.0,39,15,2021
"Congressional District 16 (116th Congress), Ohio",75265.0,734995.0,43.3,40073.0,50571.0,450744.0,305448.0,48686.0,225540.0,28774.0,52263.0,798.0,39,16,2021
"Congressional District 1 (116th Congress), Oklahoma",61601.0,822185.0,36.6,34819.0,110152.0,515561.0,328483.0,68452.0,255754.0,43598.0,40558.0,748.0,40,01,2021
"Congressional District 2 (116th Congress), Oklahoma",47813.0,726329.0,39.8,25394.0,131290.0,440140.0,290459.0,75128.0,222279.0,64533.0,21556.0,522.0,40,02,2021
"Congressional District 3 (116th Congress), Oklahoma",57700.0,783317.0,36.9,29124.0,111376.0,491097.0,303087.0,67971.0,255773.0,56319.0,29794.0,597.0,40,03,2021
"Congressional District 4 (116th Congress), Oklahoma",61545.0,797930.0,36.4,31460.0,101311.0,511930.0,318505.0,70573.0,260124.0,51443.0,37589.0,714.0,40,04,2021
"Congressional District 5 (116th Congress), Oklahoma",57157.0,818375.0,35.3,33369.0,129724.0,519666.0,326060.0,73715.0,256392.0,47896.0,44223.0,729.0,40,05,2021
"Congressional District 1 (116th Congress), Oregon",86649.0,856074.0,38.3,44200.0,73009.0,563818.0,349034.0,67008.0,284434.0,42267.0,68330.0,1343.0,41,01,2021
"Congressional District 2 (116th Congress), Oregon",61570.0,843033.0,41.7,32861.0,106563.0,508643.0,341641.0,67661.0,258345.0,55894.0,43450.0,889.0,41,02,2021
"Congressional District 3 (116th Congress), Oregon",76658.0,844479.0,38.1,42100.0,101923.0,582999.0,352613.0,59237.0,294752.0,46396.0,70908.0,1255.0,41,03,2021
"Congressional District 4 (116th Congress), Oregon",57728.0,818485.0,41.4,32177.0,125405.0,511415.0,347329.0,69164.0,255332.0,55590.0,44373.0,917.0,41,04,2021
"Congressional District 5 (116th Congress), Oregon",72367.0,845106.0,39.6,37471.0,91617.0,524262.0,343889.0,68035.0,263606.0,47658.0,48458.0,1084.0,41,05,2021
"Congressional District 1 (116th Congress), Pennsylvania",98257.0,728310.0,43.7,49781.0,39653.0,462972.0,304684.0,48232.0,232202.0,29863.0,66531.0,1182.0,42,01,2021
"Congressional District 2 (116th Congress), Pennsylvania",50539.0,741528.0,35.2,26831.0,176674.0,478128.0,301607.0,74633.0,233587.0,64778.0,31396.0,878.0,42,02,2021
"Congressional District 3 (116th Congress), Pennsylvania",54143.0,736685.0,34.2,38519.0,152040.0,508458.0,331820.0,67129.0,239792.0,59820.0,65676.0,1010.0,42,03,2021
"Congressional District 4 (116th Congress), Pennsylvania",97690.0,750478.0,41.3,52434.0,43689.0,474148.0,312800.0,46176.0,236584.0,34134.0,78899.0,1240.0,42,04,2021
"Congressional District 5 (116th Congress), Pennsylvania",76124.0,728014.0,38.5,42880.0,80852.0,465398.0,306942.0,56841.0,225957.0,41823.0,57021.0,986.0,42,05,2021
"Congressional District 6 (116th Congress), Pennsylvania",92406.0,748941.0,39.5,48586.0,67305.0,474099.0,304261.0,53874.0,236326.0,31549.0,70149.0,1045.0,42,06,2021
"Congressional District 7 (116th Congress), Pennsylvania",72587.0,742270.0,40.4,37640.0,77085.0,471644.0,308236.0,54607.0,236503.0,39876.0,46657.0,983.0,42,07,2021
"Congressional District 8 (116th Congress), Pennsylvania",59999.0,711220.0,43.0,31592.0,90650.0,448150.0,296363.0,57406.0,228403.0,49927.0,37647.0,690.0,42,08,2021
"Congressional District 9 (116th Congress), Pennsylvania",64948.0,706475.0,43.3,33042.0,71674.0,443474.0,289905.0,50824.0,229132.0,46200.0,30599.0,684.0,42,09,2021
"Congressional District 10 (116th Congress), Pennsylvania",70886.0,754965.0,40.0,37351.0,74229.0,478114.0,311342.0,49693.0,239976.0,39641.0,46205.0,859.0,42,10,2021
"Congressional District 11 (116th Congress), Pennsylvania",74768.0,744465.0,39.7,35865.0,58374.0,456887.0,302239.0,50331.0,227986.0,25904.0,39920.0,912.0,42,11,2021
"Congressional District 12 (116th Congress), Pennsylvania",58714.0,688872.0,41.1,30454.0,85164.0,435985.0,283791.0,56951.0,223843.0,43368.0,31327.0,648.0,42,12,2021
"Congressional District 13 (116th Congress), Pennsylvania",60107.0,696156.0,44.0,31465.0,73949.0,426915.0,286490.0,51065.0,219448.0,42079.0,29709.0,634.0,42,13,2021
"Congressional District 14 (116th Congress), Pennsylvania",63950.0,690770.0,45.5,35752.0,72702.0,426694.0,291959.0,53437.0,216307.0,41117.0,39131.0,595.0,42,14,2021
"Congressional District 15 (116th Congress), Pennsylvania",55835.0,677635.0,44.6,29520.0,78732.0,424458.0,276696.0,51442.0,224063.0,52509.0,28380.0,565.0,42,15,2021
"Congressional District 16 (116th Congress), Pennsylvania",58317.0,688843.0,42.3,32383.0,86716.0,430504.0,286956.0,53745.0,217111.0,43257.0,36157.0,608.0,42,16,2021
"Congressional District 17 (116th Congress), Pennsylvania",75169.0,733477.0,43.1,44531.0,54271.0,455773.0,309209.0,48507.0,228833.0,32253.0,65903.0,758.0,42,17,2021
"Congressional District 18 (116th Congress), Pennsylvania",58735.0,701546.0,38.9,37954.0,99052.0,463446.0,309320.0,49473.0,228477.0,40941.0,58673.0,798.0,42,18,2021
"Congressional District 1 (116th Congress), Rhode Island",68969.0,551867.0,38.9,39041.0,68537.0,362300.0,235717.0,40767.0,178992.0,32758.0,38732.0,896.0,44,01,2021
"Congressional District 2 (116th Congress), Rhode Island",79584.0,540082.0,40.9,40176.0,49720.0,355418.0,231446.0,38212.0,177180.0,31516.0,39260.0,971.0,44,02,2021
"Congressional District 1 (116th Congress), South Carolina",77020.0,802857.0,40.0,43359.0,79773.0,503157.0,337387.0,66886.0,245248.0,36216.0,65157.0,1153.0,45,01,2021
"Congressional District 2 (116th Congress), South Carolina",64315.0,717963.0,38.8,34919.0,85655.0,455848.0,297274.0,59797.0,222986.0,40176.0,45975.0,791.0,45,02,2021
"Congressional District 3 (116th Congress), South Carolina",53484.0,700576.0,40.6,29559.0,108097.0,437095.0,290013.0,64666.0,217540.0,47996.0,32744.0,596.0,45,03,2021
"Congressional District 4 (116th Congress), South Carolina",62354.0,752791.0,38.3,34647.0,88987.0,480038.0,311418.0,61058.0,236169.0,38317.0,46987.0,800.0,45,04,2021
"Congressional District 5 (116th Congress), South Carolina",58828.0,727226.0,40.1,31811.0,94429.0,455862.0,300756.0,66608.0,223235.0,47947.0,38889.0,666.0,45,05,2021
"Congressional District 6 (116th Congress), South Carolina",42470.0,653349.0,36.5,24621.0,138879.0,427239.0,274969.0,63208.0,212562.0,61122.0,26912.0,716.0,45,06,2021
"Congressional District 7 (116th Congress), South Carolina",50463.0,724141.0,44.4,28744.0,122525.0,436629.0,312532.0,73011.0,210354.0,55782.0,31876.0,686.0,45,07,2021
"Congressional District (at Large) (116th Congress), South Dakota",63920.0,881785.0,37.1,33468.0,106291.0,539841.0,339964.0,47726.0,277725.0,35498.0,38009.0,695.0,46,00,2021
"Congressional District 1 (116th Congress), Tennessee",48817.0,725183.0,44.0,28385.0,115713.0,451183.0,306707.0,71698.0,224970.0,57064.0,28180.0,576.0,47,01,2021
"Congressional District 2 (116th Congress), Tennessee",60829.0,767016.0,39.9,34472.0,93910.0,490768.0,323334.0,67546.0,242897.0,47414.0,45478.0,752.0,47,02,2021
"Congressional District 3 (116th Congress), Tennessee",55944.0,734250.0,41.6,32576.0,102188.0,462295.0,307505.0,67817.0,229853.0,50419.0,35330.0,670.0,47,03,2021
"Congressional District 4 (116th Congress), Tennessee",61300.0,821348.0,37.8,30069.0,102538.0,530197.0,332088.0,73969.0,265005.0,47726.0,33154.0,771.0,47,04,2021
"Congressional District 5 (116th Congress), Tennessee",65700.0,792617.0,35.1,39879.0,107565.0,543006.0,335005.0,58325.0,265348.0,36040.0,55685.0,1087.0,47,05,2021
"Congressional District 6 (116th Congress), Tennessee",61426.0,800493.0,40.6,31720.0,100078.0,501047.0,326160.0,69628.0,251342.0,50506.0,34280.0,713.0,47,06,2021
"Congressional District 7 (116th Congress), Tennessee",65409.0,812291.0,37.7,35641.0,88015.0,516269.0,321793.0,76628.0,259943.0,56768.0,47487.0,749.0,47,07,2021
"Congressional District 8 (116th Congress), Tennessee",64397.0,712769.0,41.0,36472.0,86967.0,441499.0,293029.0,69002.0,218006.0,50311.0,43668.0,595.0,47,08,2021
"Congressional District 9 (116th Congress), Tennessee",44723.0,693530.0,33.8,26162.0,158955.0,450329.0,289069.0,67173.0,213128.0,54791.0,32838.0,748.0,47,09,2021
"Congressional District 1 (116th Congress), Texas",56227.0,720481.0,37.4,28842.0,114045.0,442395.0,290424.0,68972.0,218861.0,47256.0,25348.0,729.0,48,01,2021
"Congressional District 2 (116th Congress), Texas",84530.0,814155.0,35.2,44325.0,86555.0,538211.0,321589.0,75333.0,268868.0,39903.0,58647.0,1202.0,48,02,2021
"Congressional District 3 (116th Congress), Texas",104676.0,910097.0,37.4,49602.0,58667.0,603799.0,358819.0,81291.0,301154.0,38395.0,99593.0,1368.0,48,03,2021
"Congressional District 4 (116th Congress), Texas",64245.0,783941.0,38.9,32341.0,95325.0,482903.0,311579.0,71717.0,241534.0,51392.0,32057.0,719.0,48,04,2021
"Congressional District 5 (116th Congress), Texas",59889.0,773738.0,36.1,28887.0,98912.0,489163.0,295012.0,73152.0,252761.0,56171.0,26597.0,892.0,48,05,2021
"Congressional District 6 (116th Congress), Texas",76960.0,821592.0,35.4,34040.0,78231.0,537046.0,329709.0,69803.0,261825.0,39411.0,44111.0,1065.0,48,06,2021
"Congressional District 7 (116th Congress), Texas",77323.0,791353.0,35.1,49730.0,87774.0,520094.0,310696.0,72304.0,258945.0,34754.0,67712.0,1181.0,48,07,2021
"Congressional District 8 (116th Congress), Texas",80724.0,901501.0,37.3,39783.0,90220.0,578108.0,343784.0,91038.0,299496.0,64857.0,48300.0,1058.0,48,08,2021
"Congressional District 9 (116th Congress), Texas",52440.0,765963.0,33.8,25107.0,142995.0,512930.0,309876.0,79510.0,248464.0,48515.0,32555.0,928.0,48,09,2021
"Congressional District 10 (116th Congress), Texas",85693.0,921341.0,35.7,40932.0,79496.0,599752.0,358481.0,78533.0,303374.0,42845.0,67321.0,1179.0,48,10,2021
"Congressional District 11 (116th Congress), Texas",65164.0,771174.0,35.5,33907.0,94108.0,473437.0,294776.0,70745.0,242953.0,39116.0,26788.0,842.0,48,11,2021
"Congressional District 12 (116th Congress), Texas",76977.0,846301.0,35.7,38156.0,79784.0,550720.0,340519.0,75014.0,270380.0,39965.0,46144.0,1067.0,48,12,2021
"Congressional District 13 (116th Congress), Texas",57354.0,709295.0,36.5,29409.0,95651.0,442681.0,269901.0,60100.0,231985.0,50519.0,22531.0,697.0,48,13,2021
"Congressional District 14 (116th Congress), Texas",69431.0,771651.0,37.3,34455.0,95680.0,495427.0,298354.0,76605.0,256330.0,62464.0,30002.0,885.0,48,14,2021
"Congressional District 15 (116th Congress), Texas",50864.0,803835.0,31.2,21777.0,193072.0,495756.0,296987.0,90148.0,248420.0,58600.0,23599.0,675.0,48,15,2021
"Congressional District 16 (116th Congress), Texas",52510.0,755415.0,32.6,24982.0,138084.0,482257.0,291212.0,80030.0,244026.0,47550.0,30820.0,774.0,48,16,2021
"Congressional District 17 (116th Congress), Texas",60005.0,802448.0,33.1,31533.0,131032.0,536867.0,321128.0,72077.0,270745.0,53474.0,43914.0,906.0,48,17,2021
"Congressional District 18 (116th Congress), Texas",51725.0,789886.0,33.0,29630.0,167750.0,530609.0,305324.0,85551.0,268468.0,60056.0,32733.0,908.0,48,18,2021
"Congressional District 19 (116th Congress), Texas",55571.0,728159.0,33.4,28730.0,110555.0,466497.0,279630.0,63807.0,242076.0,51222.0,27853.0,738.0,48,19,2021
"Congressional District 20 (116th Congress), Texas",57043.0,798649.0,32.7,27122.0,137383.0,526618.0,312675.0,71675.0,266671.0,51075.0,37008.0,913.0,48,20,2021
"Congressional District 21 (116th Congress), Texas",78381.0,826193.0,38.2,47599.0,81273.0,547464.0,347973.0,66790.0,271533.0,39521.0,72968.0,1171.0,48,21,2021
"Congressional District 22 (116th Congress), Texas",103893.0,961113.0,36.4,42671.0,67860.0,616255.0,366329.0,89638.0,307827.0,49509.0,84828.0,1252.0,48,22,2021
"Congressional District 23 (116th Congress), Texas",63224.0,806245.0,34.2,29200.0,125362.0,507942.0,299264.0,81712.0,263291.0,56243.0,32808.0,805.0,48,23,2021
"Congressional District 24 (116th Congress), Texas",82358.0,809110.0,36.1,47421.0,58997.0,555207.0,326864.0,61213.0,278039.0,29990.0,76278.0,1194.0,48,24,2021
"Congressional District 25 (116th Congress), Texas",81467.0,832621.0,37.4,43029.0,78441.0,537350.0,328223.0,79088.0,271444.0,48831.0,61939.0,1061.0,48,25,2021
"Congressional District 26 (116th Congress), Texas",101044.0,923492.0,36.0,45663.0,63081.0,615665.0,362117.0,71658.0,306942.0,37626.0,72780.0,1231.0,48,26,2021
"Congressional District 27 (116th Congress), Texas",59646.0,739341.0,36.9,29536.0,115641.0,456705.0,290952.0,73648.0,229689.0,46205.0,24014.0,846.0,48,27,2021
"Congressional District 28 (116th Congress), Texas",56194.0,770051.0,32.2,23721.0,158410.0,473761.0,290167.0,85885.0,233519.0,52775.0,23652.0,750.0,48,28,2021
"Congressional District 29 (116th Congress), Texas",49795.0,734456.0,31.0,20561.0,163218.0,474524.0,264716.0,90969.0,245554.0,44287.0,10544.0,844.0,48,29,2021
"Congressional District 30 (116th Congress), Texas",55861.0,789297.0,32.8,26804.0,146289.0,512549.0,308865.0,82508.0,250876.0,56652.0,29778.0,996.0,48,30,2021
"Congressional District 31 (116th Congress), Texas",80050.0,914699.0,35.2,38021.0,80800.0,593691.0,356893.0,74363.0,297866.0,42798.0,61996.0,1071.0,48,31,2021
"Congressional District 32 (116th Congress), Texas",80661.0,771112.0,35.7,49477.0,78314.0,516571.0,311982.0,63067.0,257607.0,34192.0,61530.0,1207.0,48,32,2021
"Congressional District 33 (116th Congress), Texas",48371.0,727423.0,30.9,20164.0,150629.0,467720.0,266070.0,81372.0,237738.0,41887.0,12805.0,878.0,48,33,2021
"Congressional District 34 (116th Congress), Texas",44413.0,712253.0,32.7,20008.0,177204.0,429675.0,265570.0,80181.0,218280.0,61649.0,17018.0,608.0,48,34,2021
"Congressional District 35 (116th Congress), Texas",56183.0,805089.0,33.0,28055.0,139636.0,551517.0,314101.0,73086.0,283304.0,50774.0,32339.0,980.0,48,35,2021
"Congressional District 36 (116th Congress), Texas",65901.0,759111.0,36.9,31928.0,104643.0,478517.0,293494.0,84978.0,242963.0,53506.0,23678.0,879.0,48,36,2021
"Congressional District 1 (116th Congress), Utah",78171.0,792511.0,31.3,32260.0,66919.0,495740.0,286663.0,61356.0,252855.0,30691.0,36144.0,878.0,49,01,2021
"Congressional District 2 (116th Congress), Utah",71984.0,792727.0,33.4,33432.0,78409.0,497894.0,301002.0,60382.0,253433.0,35473.0,42798.0,985.0,49,02,2021
"Congressional District 3 (116th Congress), Utah",82471.0,778400.0,28.7,34999.0,71737.0,493703.0,288783.0,62147.0,249353.0,27862.0,44923.0,1081.0,49,03,2021
"Congressional District 4 (116th Congress), Utah",84261.0,867732.0,31.3,32894.0,61421.0,546222.0,313333.0,63267.0,277995.0,31387.0,42568.0,1171.0,49,04,2021
"Congressional District (at Large) (116th Congress), Vermont",67674.0,641637.0,42.7,37903.0,64962.0,412344.0,273350.0,37034.0,205971.0,33751.0,54302.0,932.0,50,00,2021
"Congressional District 1 (116th Congress), Virginia",96772.0,816464.0,39.5,43379.0,55260.0,520333.0,326818.0,62665.0,261779.0,38532.0,66784.0,1272.0,51,01,2021
"Congressional District 2 (116th Congress), Virginia",77519.0,747365.0,36.6,40153.0,61464.0,491635.0,303585.0,55579.0,251351.0,32323.0,55132.0,1175.0,51,02,2021
"Congressional District 3 (116th Congress), Virginia",60376.0,752479.0,34.9,33420.0,109771.0,495451.0,312171.0,61019.0,243059.0,43361.0,40721.0,950.0,51,03,2021
"Congressional District 4 (116th Congress), Virginia",65153.0,785406.0,37.9,35374.0,97526.0,522962.0,328874.0,63427.0,259729.0,53681.0,49338.0,926.0,51,04,2021
"Congressional District 5 (116th Congress), Virginia",61856.0,741491.0,42.8,35531.0,89538.0,461096.0,314585.0,62591.0,229503.0,54515.0,46136.0,722.0,51,05,2021
"Congressional District 6 (116th Congress), Virginia",60467.0,759456.0,39.7,32350.0,90857.0,482595.0,321212.0,58344.0,239259.0,44614.0,40764.0,743.0,51,06,2021
"Congressional District 7 (116th Congress), Virginia",87403.0,811302.0,39.7,43287.0,59053.0,514477.0,332575.0,60058.0,254476.0,38409.0,67519.0,1137.0,51,07,2021
"Congressional District 8 (116th Congress), Virginia",116876.0,796645.0,36.7,65061.0,61628.0,545730.0,325354.0,49865.0,274185.0,27756.0,135083.0,1848.0,51,08,2021
"Congressional District 9 (116th Congress), Virginia",48429.0,698788.0,43.2,27343.0,117020.0,443185.0,294393.0,71643.0,227544.0,66020.0,31763.0,542.0,51,09,2021
"Congressional District 10 (116th Congress), Virginia",139983.0,869926.0,38.6,59909.0,36102.0,561901.0,335527.0,63683.0,284119.0,35257.0,115694.0,1640.0,51,10,2021
"Congressional District 11 (116th Congress), Virginia",122500.0,803157.0,36.7,54655.0,50445.0,535642.0,322702.0,56746.0,266415.0,31247.0,113556.0,1828.0,51,11,2021
"Congressional District 1 (116th Congress), Washington",109851.0,778963.0,38.4,54536.0,51201.0,504586.0,304794.0,67149.0,258917.0,35200.0,73641.0,1676.0,53,01,2021
"Congressional District 2 (116th Congress), Washington",79553.0,758640.0,38.9,40444.0,72836.0,497534.0,313355.0,61098.0,253085.0,38543.0,47096.0,1346.0,53,02,2021
"Congressional District 3 (116th Congress), Washington",74610.0,762407.0,40.1,36804.0,78213.0,475422.0,307907.0,69087.0,238208.0,44624.0,39035.0,1143.0,53,03,2021
"Congressional District 4 (116th Congress), Washington",64790.0,744547.0,34.1,29273.0,103047.0,448944.0,273995.0,63753.0,229739.0,45458.0,27594.0,808.0,53,04,2021
"Congressional District 5 (116th Congress), Washington",61935.0,742007.0,38.1,33231.0,93437.0,473244.0,301789.0,61387.0,239835.0,47936.0,40397.0,846.0,53,05,2021
"Congressional District 6 (116th Congress), Washington",73806.0,729130.0,42.1,40248.0,70280.0,453551.0,299778.0,62339.0,233633.0,46177.0,45414.0,1119.0,53,06,2021
"Congressional District 7 (116th Congress), Washington",105480.0,787902.0,36.4,66731.0,68942.0,571478.0,337615.0,45837.0,292888.0,34707.0,107734.0,1675.0,53,07,2021
"Congressional District 8 (116th Congress), Washington",100245.0,772133.0,38.3,47128.0,55292.0,501062.0,301620.0,62246.0,253373.0,34963.0,52913.0,1371.0,53,08,2021
"Congressional District 9 (116th Congress), Washington",92847.0,765280.0,36.9,51888.0,76727.0,516204.0,304954.0,57422.0,269146.0,39069.0,70613.0,1585.0,53,09,2021
"Congressional District 10 (116th Congress), Washington",78157.0,776355.0,36.1,36155.0,76929.0,501118.0,310024.0,64709.0,253732.0,42861.0,39888.0,1271.0,53,10,2021
"Congressional District 1 (116th Congress), West Virginia",53134.0,604226.0,41.7,30336.0,88822.0,383874.0,250990.0,57275.0,196729.0,47295.0,32033.0,601.0,54,01,2021
"Congressional District 2 (116th Congress), West Virginia",56286.0,621999.0,42.7,31068.0,89195.0,386219.0,257395.0,62133.0,193229.0,47506.0,28470.0,627.0,54,02,2021
"Congressional District 3 (116th Congress), West Virginia",42763.0,574824.0,43.6,24609.0,117615.0,349746.0,239783.0,73766.0,175778.0,64816.0,21043.0,501.0,54,03,2021
"Congressional District 1 (116th Congress), Wisconsin",74404.0,725418.0,41.1,38094.0,60634.0,462461.0,293296.0,46995.0,234196.0,35230.0,40356.0,840.0,55,01,2021
"Congressional District 2 (116th Congress), Wisconsin",74891.0,783230.0,36.8,41577.0,80167.0,518584.0,319733.0,41451.0,262105.0,31268.0,59481.0,981.0,55,02,2021
"Congressional District 3 (116th Congress), Wisconsin",62477.0,731014.0,38.9,32934.0,82209.0,465516.0,294276.0,40646.0,239669.0,34776.0,31131.0,695.0,55,03,2021
"Congressional District 4 (116th Congress), Wisconsin",49504.0,696075.0,33.2,28989.0,147776.0,452238.0,280891.0,57914.0,219811.0,47802.0,35975.0,772.0,55,04,2021
"Congressional District 5 (116th Congress), Wisconsin",79849.0,732692.0,41.6,44252.0,48143.0,466415.0,305766.0,39036.0,234100.0,26081.0,48936.0,891.0,55,05,2021
"Congressional District 6 (116th Congress), Wisconsin",66072.0,725311.0,41.8,36238.0,59718.0,456631.0,291759.0,39330.0,237130.0,36025.0,33480.0,688.0,55,06,2021
"Congressional District 7 (116th Congress), Wisconsin",63440.0,729683.0,44.5,34435.0,69136.0,441725.0,291841.0,42565.0,227005.0,34398.0,30407.0,637.0,55,07,2021
"Congressional District 8 (116th Congress), Wisconsin",68745.0,748238.0,40.5,36783.0,62849.0,471188.0,300150.0,41536.0,239599.0,31650.0,32271.0,704.0,55,08,2021
"Congressional District (at Large) (116th Congress), Wyoming",68002.0,576641.0,38.2,36288.0,60482.0,360588.0,222884.0,38663.0,187275.0,24713.0,30947.0,752.0,56,00,2021
"Resident Commissioner District (at Large) (116th Congress), Puerto Rico",21967.0,3311274.0,43.1,14047.0,1400997.0,2094011.0,1486792.0,560520.0,1005686.0,430646.0,129632.0,392.0,72,98,2021
